Food_Name,Temperature,Humidity,Methane,CO2,Storage_Days,Spoiled
Tomato,13.79,66.8,42.57,897.48,4.6,1
Chicken,3.68,51.16,5.21,388.59,1,0
Bread,19.98,46.98,1.84,375.74,2.1,0
Mushroom,19.16,85.67,119.52,1874.43,6,2
Strawberry,19.81,77.21,111.82,1997.77,7.3,2
Cheese,3.13,51.53,2.63,388.53,3.7,0
Milk,14.22,84.1,92.31,1795.16,7.1,2
Spinach,20.82,79.33,101.95,1731.61,9.3,2
Cheese,8.46,59.7,34.04,782.32,6.7,1
Strawberry,10.07,65.49,45.89,825.01,3.1,1
Mushroom,17.84,84,121.46,1794.11,6.3,2
Strawberry,9.32,59.94,50.17,814.75,3.4,1
Orange,,44.65,2.61,446.19,3.4,0
Strawberry,3.41,60.4,2.43,413.92,0.6,0
Tomato,12.59,51.65,39.39,842.72,5.6,1
Orange,6.49,48.37,5.17,432.59,2.6,0
Beef,3.59,55.98,4.47,419.08,0.5,0
Spinach,10.61,70.94,44.89,775.24,3.6,1
Bread,21.55,44.21,2.7,421.35,1.8,0
Yogurt,4.22,43.2,4.26,392.42,1.6,0
Strawberry,19.08,88.17,145.4,1905.77,5.2,2
Chicken,2.71,50.34,3.72,428.25,0.8,0
Bread,20.03,58.7,36.62,743.4,3.7,1
Orange,15.06,61.75,37.97,802.48,7.4,1
Strawberry,18.85,79.33,134.32,2011.4,6,2
Spinach,3.7,56.84,1.7,399.92,1,0
Fish,0.77,49.35,5.94,400.12,0.4,0
Bread,22,57.21,30.14,742.49,3.8,1
Potato,14.8,60.45,28.1,735.52,8.7,1
Cheese,15.39,71.71,118.94,1601.83,14.7,2
Orange,5.07,39.62,3.59,425.36,2.3,0
Mushroom,4.74,60.81,5.65,506.93,1.2,0
Tomato,8.25,50.64,4.12,416.75,2.3,0
Potato,12.1,61.33,24.12,680,9.1,1
Spinach,4.23,59.63,5.02,393.08,1.4,0
Chicken,3.87,47.68,5.21,394.77,0.7,0
Chicken,10.22,66.79,41.21,865.39,3.6,1
Chicken,1.38,48.35,3.68,432.36,1.1,0
Spinach,3.87,49.05,5.68,384.4,1,0
Fish,-0.27,51.78,5.33,409.99,1,0
Apple,22.54,82.26,104.31,1840.95,10.1,2
Cheese,8.7,58.19,37.12,815.82,7.6,1
Fish,8.5,71.59,37.42,856.26,3.2,1
Apple,12.19,59.29,28.77,761.34,4.8,1
Yogurt,16.84,80.34,111.01,1674.41,9.5,2
Potato,9.08,52.1,3.27,395.18,4.2,0
Eggs,4.97,46.77,5.9,381.32,2.9,0
Spinach,18.2,94.91,122.57,1918.83,8.7,2
Eggs,11.6,64.15,39.24,725.94,6.7,1
Cheese,16.49,77.63,101.95,1660,14.5,2
Eggs,11.29,57.84,29.87,722.48,6,1
Potato,14.14,59.58,38.16,741.4,8.3,1
Milk,8.69,57.92,36.32,732.33,3.8,1
Eggs,4.86,,1.74,353.12,3.7,0
Milk,14.46,78.82,110.07,1453.05,6.4,2
Orange,13.63,65.83,36.82,732.96,6.7,1
Beef,4.06,53.92,5.42,388.87,1,0
Milk,4.51,47.11,4.37,383.75,0.9,0
Beef,4.54,47.61,6.53,418.02,1,0
Cheese,4.3,51.65,4.07,388.22,3.4,0
Milk,,49.86,4.37,374.87,1.1,0
Potato,6.78,51.32,2.76,411.52,3.8,0
Tomato,21.69,79.02,121.25,1741.74,9.3,2
Milk,9.6,57.4,34.2,765.79,2.9,1
Beef,3.45,45.32,6.58,370.35,0.9,0
Tomato,7.37,49.01,4.5,413.47,2,0
Beef,21.75,78.3,159.41,1810.96,7.4,2
Fish,11.62,75.4,48.97,917.13,2.8,1
Mushroom,4.05,,5.77,433.19,1,0
Cheese,17.11,79.43,121.28,1411.96,15,2
Cheese,3.56,47.06,5.69,376.7,3.6,0
Mushroom,6.61,61.23,6.8,441.12,1.2,0
Strawberry,3.04,53.69,4.03,425.32,0.9,0
Milk,17.4,73.5,113.97,1698.1,8.2,2
Strawberry,18.98,77.79,110.28,1767.23,5.3,2
Beef,11.83,65.54,37.82,862.37,2.4,1
Apple,13.47,61.02,46.06,849.75,4.9,1
Fish,2.8,48.62,5.68,417.88,0.6,0
Milk,3.17,50.59,4.78,402.35,1,0
Mushroom,4.47,58.21,3.06,404.87,0.5,0
Milk,14.93,83.06,104.81,1613.6,6.8,2
Strawberry,9.94,63.41,37.73,,3,1
Mushroom,13.34,68.2,39.39,836.28,2.6,1
Tomato,23.81,78.51,143.3,1816.19,7.7,2
Bread,20.49,40.2,2.66,370.54,0.7,0
Yogurt,5.18,47.06,3.26,373.49,1.8,0
Beef,3.23,48.91,4.97,406.16,0.2,0
Milk,16.16,82.29,107.65,1767.43,7.9,2
Strawberry,2.7,38.55,5.57,397.56,0.7,0
Milk,4.72,54.91,5.27,396.45,1.5,0
Tomato,7.19,47.95,4.71,411.35,2.4,0
Apple,22.8,74.24,110.94,1766.55,10.3,2
Mushroom,4.22,60.84,5.14,381.93,0.9,0
Potato,14.23,64.49,35.9,761.35,9.5,1
Yogurt,17.94,75.24,98.08,1664.28,10.2,2
Spinach,8.91,72.48,43.41,800.43,3.7,1
Milk,3.49,52.68,3.53,401.99,0.7,0
Milk,4.94,50.02,3.42,366.9,1.1,0
Spinach,2.63,56.41,2.5,402.38,1.6,0
Cheese,11.86,85.08,104.37,1731.57,13.3,2
Eggs,22.37,80.79,91.15,1669.56,13.8,2
Yogurt,3.29,52.61,3.68,448.23,1.5,0
Tomato,8.58,53.03,5.18,421.41,2.2,0
Yogurt,6.02,52.94,5.19,354.9,2.4,0
Yogurt,8.14,61.18,36.52,826.32,7.6,1
Bread,18.65,43.25,4.76,395.59,1,0
Yogurt,13.57,81.05,109.56,1683.21,6.6,2
Fish,1.04,61.7,7,418.1,0.8,0
Apple,5.9,56.26,2.21,426.3,2,0
Spinach,11.14,67.59,40.77,853.9,3.5,1
Potato,22.1,82.22,100.52,1592.95,13.2,2
Milk,4.99,46.78,4.73,410.74,1.3,0
Beef,22.8,79.61,139.57,2131.55,6.8,2
Strawberry,10.43,65.34,36.56,770.48,2.8,1
Beef,12.09,79.22,41.18,709.67,3.2,1
Spinach,14.21,77.8,35.37,789.52,3.6,1
Chicken,21.39,84.99,146.17,1986.31,7.4,2
Spinach,11.36,73.89,37.88,817.01,3.7,1
Apple,5.23,42.55,2.48,423.26,3.4,0
Fish,20.24,89.77,145.19,1955.45,4.8,2
Cheese,4.1,49.99,3.19,437.05,3.2,0
Milk,3.47,50.04,3.16,423.08,1.3,0
Beef,2.62,50.7,4.25,425.48,1.1,0
Strawberry,10.49,58.94,38.71,865.51,3.3,1
Eggs,19.52,72.19,101.15,1720.14,13.2,2
Milk,7.64,60.29,31.04,665.38,3.6,1
Spinach,10,75.23,42.27,864.85,3.5,1
Milk,4.13,52.66,3.26,398.29,1.5,0
Bread,26.91,66.42,78.68,1498.49,6.5,2
Tomato,8.37,52.75,4.94,424.05,2.2,0
Yogurt,4.38,53.05,5.13,415.25,1.5,0
Cheese,18.38,86.44,107.44,1603.49,13.6,2
Mushroom,20.08,96.03,114.73,1996.28,7.3,2
Potato,9.4,51.07,2.52,351.26,4.2,0
Spinach,10.9,66.04,39.13,850.15,2,1
Milk,16.27,77.26,113.39,1603.95,7.2,2
Spinach,5.5,59.69,,407.27,1.7,0
Bread,27.37,72.32,106.57,1514.96,7.9,2
Orange,7.36,46.81,2.93,414.44,3,0
Potato,12.05,66.09,31.32,659.94,8.9,1
Chicken,3.18,57.62,5.47,401.75,1,0
Chicken,2.98,53.07,5.27,386.55,1,0
Yogurt,4.76,51.2,2.55,429.61,1.7,0
Fish,0.29,59.99,3.6,399.69,0.5,0
Potato,19.54,68.29,97.35,1666.3,14.9,2
Strawberry,10.57,63.89,43.81,901.93,2.7,1
Strawberry,3.69,60.44,5.11,426.62,0.4,0
Mushroom,10.47,78.54,46.84,701.44,2.8,1
Bread,20.9,39.7,2.18,385.92,1.5,0
Strawberry,9.53,68.61,51.81,839.48,2.9,1
Potato,13.26,61.83,31.76,719.83,8.3,1
Milk,4.4,53.19,4.89,441.27,0.5,0
Fish,8.56,69.06,45.83,812.61,3,1
Fish,2.7,,6.06,443.56,1.1,0
Tomato,21.53,82.09,123.19,1759.55,8,2
Chicken,8.05,69.45,41.09,853.17,3.1,1
Fish,2.35,54.6,6.11,393.29,0.6,0
Mushroom,5.49,55.94,4.2,460.18,1.1,0
Cheese,4.08,51.01,4.39,423.75,3.7,0
Tomato,25.87,80.25,123.9,1850.42,11.6,2
Cheese,17.77,83,104.16,,15,2
Potato,24.64,80.43,86.69,1648.77,13.9,2
Eggs,9.68,65.31,32.86,813.79,5.7,1
Eggs,18.71,78.9,122.2,1743.42,11.7,2
Orange,4.94,49.94,3.44,363.81,2.9,0
Milk,8.52,60.5,35.08,747.9,3.5,1
Eggs,4.83,43.39,3.45,376.46,2.8,0
Spinach,19.77,78.19,120.28,1692.08,6.4,2
Eggs,19.22,88.49,102.78,1781,12,2
Orange,13.8,59.44,37.61,734.87,6.2,1
Orange,23.09,81.26,113.56,1678.67,8.9,2
Tomato,19.43,77.88,122.98,1690.02,7.6,2
Mushroom,5.98,54.13,4.21,427.33,0.7,0
Bread,21.3,58.07,29.16,777.8,3.1,1
Bread,18.65,58.54,33.71,707.04,3.9,1
Potato,13.33,65.82,27.79,708.63,7.9,1
Milk,6.85,62.8,24.67,780.17,3.7,1
Tomato,8.49,48.45,6.3,414.88,2.4,0
Beef,3.05,54.41,5.35,380.01,0.8,0
Cheese,16.43,77.4,98.96,1651.36,13.3,2
Mushroom,12.01,76.78,54.1,818.97,3,1
Bread,18.61,57.6,23.37,722.8,2.9,1
Strawberry,3.52,45.15,4.21,459.96,0.6,0
Chicken,1.95,50.62,3.28,432.41,0.5,0
Bread,19.45,59.13,33.02,716.05,3.4,1
Fish,2.15,56.29,7.44,427.57,0.1,0
Spinach,3.75,51.94,3.5,337.34,1.2,0
Bread,17.73,46.54,2.71,397.74,1.8,0
Yogurt,3.42,49.87,4.47,441.91,2.8,0
Tomato,8.5,48.78,8.47,443.44,2.5,0
Strawberry,11.55,62.71,34.21,825.34,3.2,1
Orange,12.88,58.8,47.58,841.59,5.7,1
Mushroom,15.46,61.41,37.73,900.32,3.4,1
Milk,12.86,80.46,102.99,1583.57,7.8,2
Spinach,10.15,69.68,30.87,685.26,1.8,1
Potato,23.37,73.77,91.54,1539.95,12,2
Yogurt,3.98,54.79,2.49,382.42,2.6,0
Fish,1,52.31,6.01,403.45,0.3,0
Beef,2.19,52.66,5.59,414.62,1.3,0
Beef,24.83,86.6,152.45,1892.85,5.8,2
Beef,21.96,80.48,139.72,2031.4,6.2,2
Cheese,8.78,61.87,33.25,733.66,6.7,1
Eggs,19.89,66.03,98.13,1605.38,10.7,2
Beef,3.59,56.95,7.18,381.98,1.7,0
Cheese,8.54,61.95,32.91,753.78,7.9,1
Spinach,4.27,53.92,4.08,342.15,1.4,0
Yogurt,7.84,58.35,36.77,779.68,4.4,1
Apple,5.57,48.55,4.56,399.96,1.4,0
Beef,9.86,67.01,42.7,836.85,3.9,1
Spinach,8.04,70.35,45.65,807.87,3.6,1
Eggs,11.82,60.67,32.48,713.17,6,1
Yogurt,2.68,53.46,3.32,385.9,1.2,0
Chicken,10,71.46,35.91,866.99,3,1
Tomato,6.91,50.41,4.46,408.19,2.5,0
Yogurt,4.84,48.96,4.53,382.12,1.3,0
Orange,12.66,62.1,38.37,762.9,7,1
Beef,3.12,53.44,4.5,435.95,0.8,0
Beef,12.64,64.86,49.22,998.86,4.3,1
Tomato,8.97,55.65,3.7,415.65,2.1,0
Yogurt,10.01,67.82,36.24,771.74,4.6,1
Tomato,13.85,72.14,38.87,755.02,5.3,1
Milk,4.11,51.8,3.6,377.03,1,0
Bread,20.44,50.85,3.51,404.56,1.6,0
Beef,9.99,66.64,45.17,944.74,2.8,1
Potato,22.35,73.34,104.79,1538.18,14,2
Eggs,5.9,47.02,2.84,391.82,2.8,0
Mushroom,4.25,60.45,7.27,435.69,1.2,0
Spinach,20.14,85.21,113.84,1874.39,7.1,2
Strawberry,4.55,58.7,5.62,419.69,0.8,0
Mushroom,5.68,55.57,5.83,439.91,1.3,0
Cheese,4.71,48.77,2.98,424.66,3.4,0
Cheese,14.04,87.43,112.54,1719.82,12.5,2
Spinach,9.52,73.62,43.71,909.05,4.4,1
Beef,1.84,50.14,4.47,371.17,1.2,0
Eggs,8.81,62.11,39.14,729.02,8.2,1
Cheese,4.78,48.38,4.89,434.53,5,0
Potato,8.24,51.48,4.84,395.57,4.7,0
Milk,15.24,81.24,94.48,1802.26,6.7,2
Milk,9.74,57.62,41.35,790.38,4,1
Eggs,12.1,55.86,35.8,767.76,7.2,1
Milk,13.93,73.07,103.08,1623.25,7.5,2
Tomato,8,52.08,7.2,422.63,2.3,0
Strawberry,4.72,56.6,6.95,422.74,1.2,0
Cheese,4.59,52.88,1.37,386.25,3.9,0
Bread,22.67,63.13,28.25,739.18,3.6,1
Apple,5.36,51.65,2.56,369.97,2.3,0
Beef,12.57,65.7,41.94,807.22,3.6,1
Potato,7.68,55.44,2.56,374.76,3.3,0
Spinach,4.2,55.53,3.86,397.57,1.5,0
Strawberry,12.29,55.16,38.17,787.83,2.6,1
Fish,2.36,52.91,4.19,399.6,0.9,0
Bread,25.46,75.56,86.92,1546.01,8.2,2
Cheese,17.39,79.18,88.61,1878.58,14.3,2
Bread,24.21,69.11,120,1650.01,9.4,2
Yogurt,8.5,60.49,28.14,821.4,6.3,1
Tomato,6.05,50.15,7.68,398.89,1.7,0
Mushroom,12.41,77.14,47.06,853.19,4.1,1
Apple,4.71,43.76,4.04,396.73,1.8,0
Eggs,20.3,79.97,94.21,1555.84,10.1,2
Yogurt,8.33,66.2,33.75,751.63,5.2,1
Bread,19.42,53.63,2.26,412.16,2.1,0
Spinach,19.39,89.2,109.31,1703.31,7.5,2
Strawberry,3.76,57.88,6.9,392.13,0.8,0
Beef,18.1,90.75,133.91,2062.62,7.7,2
Cheese,9.81,55.12,42.84,784.16,6.5,1
Potato,21.46,72.66,95.25,1448.05,13.5,2
Spinach,21.23,92.16,102.62,1589.69,5.8,2
Fish,1.65,52.33,4.79,447.8,0.9,0
Strawberry,9.64,67.84,33.66,787.85,2.5,1
Orange,5.88,52.9,4.27,418.46,3.3,0
Apple,20.43,73.04,125.98,1720.97,11.3,2
Strawberry,10.75,64.93,61.08,819.76,2.2,1
Spinach,19.04,82.74,108.29,1800.14,6.3,2
Apple,26.12,79.51,109.71,1845.85,10.3,2
Eggs,3.75,50.18,1.57,397.5,2.2,0
Strawberry,4.75,55.48,5.31,401.18,0.9,0
Fish,7.36,70.59,51.65,800.3,2.8,1
Fish,3,54.03,4.71,409.4,0.6,0
Strawberry,3.96,50.58,4.36,406.55,1.1,0
Fish,8.88,64.6,50.44,872.19,3,1
Potato,13.3,62.54,35.6,737.12,6.7,1
Eggs,13.12,60.68,34.81,766.53,7.6,1
Yogurt,4.61,54.57,3.12,415.34,1.5,0
Tomato,6.93,49.17,4.33,419.59,1.6,0
Apple,5.49,46.56,4.38,348.79,1.4,0
Eggs,11.29,60.85,42.11,851.24,5.4,1
Yogurt,7.8,57.99,27.02,741.39,5.7,1
Tomato,14.57,69.28,32.96,786.38,4.8,1
Apple,21.48,72.34,99.12,1697.44,9.5,2
Fish,17.38,83.34,133.62,1996.55,4.1,2
Strawberry,4.76,49.74,4.74,400.61,0.9,0
Yogurt,16.1,82,103.4,1640.25,9.6,2
Eggs,4.07,44.28,3.46,412.6,3.3,0
Bread,22.02,55.02,34,679.29,4.2,1
Bread,18.43,52.62,2.18,397.85,0.6,0
Tomato,10.25,56.99,6.09,396.2,2.4,0
Tomato,21.06,86.14,101.42,1732.33,7.7,2
Bread,22.11,50.47,31.55,751.06,3.9,1
Potato,8.32,53.15,2.38,388.85,3.8,0
Apple,,80.63,126.77,1756.85,9.7,2
Bread,21.9,47,2.39,415.11,1.1,0
Beef,2.61,47.93,8.12,431.25,1.4,0
Mushroom,5.2,49.51,6.84,437.6,0.9,0
Cheese,9.12,62.41,37.4,799.13,7.6,1
Yogurt,10.78,59.81,37.01,692.53,4.4,1
Chicken,8.19,70.21,39.95,861.48,3.4,1
Eggs,11.2,58.91,24.39,692.45,7.5,1
Milk,9.03,59.59,40.98,862.71,4.4,1
Fish,1.74,57.49,5.62,447.16,0.5,0
Strawberry,4.96,43,6.65,390.74,0.8,0
Bread,19.25,37.53,3.32,375.39,1.5,0
Milk,8.6,59.6,30.47,734.88,2.9,1
Fish,16.93,80.47,145.62,2034.6,4.9,2
Spinach,3.77,54.15,3.99,445.25,0.7,0
Strawberry,2.13,49.58,4.01,390.79,1.4,0
Tomato,14.96,72.26,36.2,731.54,5.6,1
Potato,8.18,48.71,3.13,414.19,4.9,0
Tomato,13.79,69.25,51.57,825.61,4.4,1
Orange,12.44,60.25,35.08,857.79,6.2,1
Tomato,13.73,62.48,34.07,801.69,5.9,1
Milk,4.99,45.12,3.16,433.04,0.5,0
Chicken,17.95,82.96,124.75,2096.33,5.5,2
Apple,4.46,48.95,4.73,403.51,2.2,0
Fish,2.66,52.02,6.9,392.07,0.8,0
Fish,1.38,53.66,8.43,445.44,1.1,0
Tomato,20.21,87.97,117.06,1946.5,8.8,2
Potato,20.25,84.18,97.63,1474.09,11.5,2
Bread,22.54,55.06,26.86,842.06,3.5,1
Bread,22.44,49.89,19.21,679.01,3.9,1
Potato,13.37,60.72,38.58,665.41,8.3,1
Bread,18.37,42.86,2.87,375.25,2.4,0
Mushroom,4.82,57.52,4.88,447.96,0.7,0
Beef,2.91,58.83,4.73,437.13,0.9,0
Orange,14.4,67.86,33.78,774.26,4.6,1
Strawberry,9.07,62.42,35.57,840.52,2.5,1
Strawberry,19.4,75.07,122.36,1921.88,5.6,2
Bread,18.76,59.72,31.76,716.89,3.3,1
Strawberry,11.21,65.72,45.03,865.19,3,1
Yogurt,15.7,72.55,100.39,1608.26,8.3,2
Potato,8.45,49.28,2.55,402.86,4.1,0
Chicken,11.95,72.88,39.15,873.21,3.3,1
Fish,10.39,63.13,51,850.48,1.9,1
Milk,9,65.61,37.04,742.26,3.5,1
Spinach,18.99,79.42,101.82,1803.78,7,2
Chicken,10.59,63.08,32.03,848.67,3.3,1
Orange,18.15,70.91,104.32,1611.16,12.1,2
Tomato,9.33,52.64,5.66,420,1.6,0
Apple,23.91,84.07,121.2,1808.4,8.9,2
Potato,8.08,50.02,3.25,390,3.4,0
Yogurt,2.61,51.8,2.37,373.8,2.3,0
Strawberry,4.24,53.39,6.24,452.45,1.2,0
Orange,12.14,64.76,36.56,734.23,7.5,1
Spinach,4.57,49.94,4.58,423.41,1.4,0
Beef,2.4,54.41,3.04,456.83,0,0
Apple,12.7,60.27,33.91,782.87,4.9,1
Potato,15.54,61.29,40.6,747.17,8.3,1
Yogurt,3.86,45.29,3.41,422.22,2,0
Potato,13.76,65.58,27.67,626.45,7.3,1
Potato,22.06,78.24,85.62,1695.45,13.6,2
Strawberry,10.89,,50.25,863.27,2.8,1
Tomato,14.53,70.13,50.03,820.31,5.6,1
Potato,23.94,78.16,104.93,1712.29,11.4,2
Potato,23.6,81.37,94.36,1810.39,12.2,2
Chicken,3.9,58.67,4.88,448.94,0.8,0
Beef,1.28,49.44,5.85,432.01,1.5,0
Beef,2.88,58.46,4,447.71,1,0
Spinach,10.96,65.33,33.1,743.28,3.6,1
Potato,21.78,74.94,89.44,1547.61,15,2
Bread,17.86,38.42,2.18,402.64,1.2,0
Potato,14.32,64.39,33.85,746.75,8,1
Beef,4.08,47.85,3.55,406.38,1,0
Chicken,10.3,66.06,47.96,855.28,2.9,1
Eggs,20.92,73.3,98.9,1793.03,13,2
Fish,21.15,91.19,152.83,1905.33,4.6,2
Potato,22.19,75.01,102.92,1660.82,14.4,2
Spinach,9.58,61.38,31.25,729.88,4.5,1
Orange,12.86,65.51,33.73,809.88,5.9,1
Beef,17.86,93,146.37,1722.63,6,2
Tomato,15.48,69.92,37.92,931.56,5.2,1
Cheese,,83.51,97.79,1724.3,14.6,2
Potato,6.61,48.94,5.64,366.28,2.6,0
Fish,2.24,58.62,6.66,417.14,0.7,0
Orange,7.16,49.17,3.93,405.64,3.1,0
Cheese,16.14,77.7,94.72,1625.28,12,2
Strawberry,3.66,56.09,6.55,391.8,1.5,0
Yogurt,17.61,85.72,92.79,1591.36,7.7,2
Chicken,11.51,72.48,32.01,869.3,3.7,1
Fish,7.84,62.32,52.31,832.17,3.2,1
Fish,7.74,71.71,49.93,865.11,2.8,1
Spinach,10.13,61.76,34.02,784.94,3.9,1
Chicken,2.21,,6.56,411.33,1.5,0
Beef,11.21,72.3,39.3,911.1,3.7,1
Chicken,22.06,85.82,130.31,1749.08,6.2,2
Spinach,4.17,50.22,3.14,385.29,1.6,0
Potato,7.37,49.64,3.65,395.82,4.1,0
Cheese,17.58,81.88,109.28,1668.4,15,2
Bread,,38.29,2.23,404.18,2.2,0
Cheese,3.29,46.8,3.76,420.48,3,0
Yogurt,15.88,77.41,99.24,1597.38,7.2,2
Yogurt,12.86,83.46,104.3,1596.32,8.3,2
Beef,1.4,53.49,3.64,394.56,0.8,0
Strawberry,17.06,86.79,128.8,1741.92,6.7,2
Beef,10.91,77.43,42.25,848.25,3.7,1
Bread,21.22,53.54,3.94,418.74,2.5,0
Bread,23.55,62.15,31.16,636.25,3.7,1
Orange,23.22,79.5,91.59,1761.92,11.1,2
Strawberry,7.28,74.81,41.5,812.74,2.3,1
Mushroom,12.32,71.74,45.17,746.96,3.4,1
Beef,10.38,71.16,52.23,828.77,3,1
Cheese,2.8,53.79,2.77,432.15,3.6,0
Strawberry,10.88,63.44,45.22,856.37,3,1
Yogurt,3.63,49.23,3.19,420.51,3.2,0
Fish,16.36,87.58,146.15,2125.62,4.9,2
Cheese,3.68,47.63,5.82,431.99,2.3,0
Yogurt,5.21,50.01,3.99,373.09,2.6,0
Chicken,2.87,53.62,2.79,415,0.3,0
Chicken,20.07,80.65,118.57,1984.15,5.4,2
Fish,9.5,68.46,49.85,999.76,2.9,1
Strawberry,4.68,51.13,5.15,370.47,0.8,0
Bread,21.49,58.91,21.07,742.89,4,1
Cheese,,67.3,30.16,767.1,6.8,1
Fish,16.44,84.97,136.54,1948.98,4.7,2
Bread,18.15,42.64,2,369.93,1.5,0
Milk,3.88,50.72,4.15,,1.6,0
Mushroom,21.4,77.29,123.72,1989.04,5.7,2
Cheese,7.44,63.55,32.86,709.37,7.2,1
Fish,8.17,74.59,47.04,989.29,2.2,1
Eggs,6.39,47.65,4.5,400.82,3.5,0
Orange,25.73,64.66,121.83,1725.12,11.6,2
Mushroom,18.62,88,154.8,1878.32,5.6,2
Orange,13.63,64.31,27.28,861.21,5,1
Cheese,3.52,49.59,4.92,433.58,3,0
Tomato,6.91,52.2,3.61,376.03,1.4,0
Apple,4.02,46.53,4.29,401.86,3,0
Apple,11.51,64.44,30.01,870.72,5.1,1
Orange,11.67,52,37.7,833.58,6.5,1
Fish,9.25,70.23,47.89,948.87,2.6,1
Mushroom,3.87,60.97,4.57,388.05,0.8,0
Orange,5.93,47.42,3.93,388.71,2.8,0
Mushroom,23.73,92.5,108.16,1744.03,6.1,2
Beef,2.86,52.13,4.27,415.85,0.4,0
Mushroom,24.26,93.96,135.92,2003.42,6.5,2
Milk,4.39,57.67,46.67,791.63,3.2,1
Mushroom,5.22,55.41,5.94,436.98,1.1,0
Eggs,11.61,57.6,29.74,833.82,7.5,1
Potato,24.07,79.32,101,1751.94,11.2,2
Chicken,20.27,79.33,139.55,2107.78,6.7,2
Orange,5.83,50.71,3.38,381.96,2.4,0
Strawberry,2.67,51.1,6.23,361.93,0.6,0
Chicken,10.63,65.52,47.68,839.06,2.7,1
Eggs,6.03,49.2,3.58,378.13,2.3,0
Milk,4.79,49.19,5.75,416.61,1.2,0
Chicken,21.68,73.76,145.58,1997.5,5.1,2
Eggs,7.99,63.25,31.2,724.07,7.9,1
Mushroom,17.3,91.95,119.12,1930.89,6,2
Chicken,9.62,73.5,46.9,860.63,3.1,1
Bread,21.41,50.93,2.94,424.56,1,0
Tomato,7.55,51.39,5.52,396.04,1.4,0
Strawberry,17.19,78.42,122.72,1954.34,6.1,2
Milk,7.19,60.21,40.93,748.38,2.8,1
Beef,10.06,81.71,40.4,786.36,3,1
Eggs,6.02,50.28,2.65,378.28,2.3,0
Potato,8.77,43.58,1.65,399.53,5.1,0
Apple,5.69,49.48,3.11,444.15,2.3,0
Eggs,4.85,50.48,2.22,361.74,3.5,0
Chicken,20.09,86.87,136.03,1845.36,6,2
Orange,13.51,64.42,24.68,881.5,5.7,1
Mushroom,23.43,79.46,131.33,1856.07,6.5,2
Tomato,23.49,78.03,118.04,1672.98,7.3,2
Cheese,9.22,61.44,29.39,753.45,6.6,1
Mushroom,5.83,56.86,4.46,412.37,0.7,0
Apple,12.64,62.91,40.32,751.66,4.8,1
Bread,17.75,42.4,2.68,392.07,1.7,0
Bread,25.94,77.9,115.82,1392.44,8.5,2
Yogurt,14.72,79.36,97.91,1722.16,8.7,2
Bread,24.18,59.68,29.85,617.57,3.5,1
Chicken,3.82,55.52,4.09,408.6,0.5,0
Fish,2.02,53.48,7.11,430.66,0.6,0
Potato,7.92,42.27,2.69,410.53,4.3,0
Orange,4.35,48.62,4.15,407.12,3.7,0
Potato,23.97,78.01,107.63,1678.99,11.5,2
Apple,4.25,48.08,4.35,404.99,1.7,0
Cheese,18.53,79.86,107.85,1670.75,12,2
Eggs,9.61,66.36,35.03,751.53,5.5,1
Eggs,9.95,56.19,44.64,791.3,6.9,1
Milk,1.84,55.33,2.95,400.41,1.1,0
Strawberry,2.86,55.58,6.34,439.49,1.6,0
Milk,6.81,61.96,37.04,721.86,3,1
Apple,12.33,58.28,41.66,776.86,5.5,1
Apple,12.61,53.93,40.4,809.59,4,1
Yogurt,5.47,52.84,4.37,373.49,2.1,0
Orange,7.52,52.79,3.4,404.75,4.2,0
Yogurt,3.28,55.11,4.16,400.65,1.7,0
Cheese,8.62,59.74,42.3,756.33,6.3,1
Eggs,12.88,61.39,27.13,780.72,7.4,1
Eggs,4.85,48.72,3.24,396.52,3.8,0
Fish,17.44,84.99,148.81,1909.65,4.1,2
Potato,6.53,44.09,1.77,370.36,4.4,0
Orange,18.33,76.33,125.86,1656.42,12.6,2
Bread,23.81,52.94,25.07,717.3,3.7,1
Chicken,9.75,69.38,47.7,737.78,3.2,1
Fish,2.9,54,4.6,422.36,1.3,0
Beef,12.91,74.71,49.77,825.5,3.8,1
Milk,7.8,64.34,38.91,726.73,3.4,1
Chicken,2.97,48.83,2.8,440.67,0.9,0
Beef,4.24,56.75,8.11,443.25,1.3,0
Fish,9.58,70.11,53.87,887.42,2.7,1
Chicken,11.26,68.96,43.39,860.6,2.5,1
Milk,8.8,63.34,37.97,724.85,3.5,1
Yogurt,2.22,47.58,3.06,393.1,1.8,0
Tomato,8.65,51.17,6.48,365.28,2.3,0
Apple,12.83,69.16,29.14,714.16,5.2,1
Beef,2.46,53.26,6.22,433.78,1.3,0
Fish,2.9,56.59,4.34,463.09,1.4,0
Eggs,4.95,48.72,3.87,379.14,3.9,0
Eggs,19.9,70.58,101.16,1588.14,12.6,2
Yogurt,3.25,48.36,5.84,367.96,1.7,0
Beef,10.68,67.52,38.25,843.36,3.1,1
Yogurt,10.87,60.13,35.35,798.05,5.1,1
Bread,21.71,46.18,5.71,409.51,2,0
Fish,2.16,50.56,9.12,419.17,0.9,0
Strawberry,5.44,60.83,5.31,435.69,0.7,0
Milk,4.4,50.8,4.97,346,1.2,0
Cheese,17.55,79.29,105.97,1641.16,13.4,2
Beef,11.12,63.6,55.22,805.86,3.5,1
Mushroom,22.33,77.58,120.21,1856.66,6.4,2
